Tempo Decorrido; Velocidade; Rotacao; Acelerador; Freio; Hodometro Parcial; Ref, Velo; Max Torque+; Max Torque-; Torque Motor;TempMos1; TempMos2; TempAr; TempMotor; Tensao Bat; Corrente Motor; Tensao Motor;  id; iq; idx; iqx; GPV; GIV; GDV; GPC; GIC; GPF; GIF; FluxoMax; Cod, Falha; Cod, Alarme; Estado de Teste; Ass, Rampa; Controle Cruzeiro;SOC; Corrente Pack; 
53,3;21;2009;;;;;;;;;;;;46,4;;;;;;;;;;;;;;;;;;;;;300,1;
53,4;21,6;2074;;;;;;;;;;;;46,5;;;;;;;;;;;;;;;;;;;;;313,8;
53,5;22,6;2132;;;;;;;;;;;;46,7;;;;;;;;;;;;;;;;;;;;;287,1;
53,6;22,9;2184;;;;;;;;;;;;49,8;;;;;;;;;;;;;;;;;;;;;64,8;
53,7;22,2;2164;;;;;;;;;;;;50,6;;;;;;;;;;;;;;;;;;;;;15,9;
53,8;20,6;2038;;;;;;;;;;;;50,5;;;;;;;;;;;;;;;;;;;;;35,2;
53,9;20;1948;;;;;;;;;;;;50,7;;;;;;;;;;;;;;;;;;;;;28,3;
54;19,6;1914;;;;;;;;;;;;50,5;;;;;;;;;;;;;;;;;;;;;37,3;
54,1;19,6;1896;;;;;;;;;;;;50,9;;;;;;;;;;;;;;;;;;;;;17,4;
54,2;19,3;1886;;;;;;;;;;;;50,8;;;;;;;;;;;;;;;;;;;;;24,8;
54,3;19,4;1890;;;;;;;;;;;;50,8;;;;;;;;;;;;;;;;;;;;;18,8;
54,4;19,6;1878;;;;;;;;;;;;50,5;;;;;;;;;;;;;;;;;;;;;40,9;
54,5;19,2;1867;;;;;;;;;;;;50,9;;;;;;;;;;;;;;;;;;;;;24;
54,6;19,2;1861;;;;;;;;;;;;50,7;;;;;;;;;;;;;;;;;;;;;41,3;
54,7;18,8;1830;;;;;;;;;;;;50,7;;;;;;;;;;;;;;;;;;;;;34,3;
54,8;18,8;1812;;;;;;;;;;;;50,8;;;;;;;;;;;;;;;;;;;;;35,9;
54,9;18,9;1811;;;;;;;;;;;;50,5;;;;;;;;;;;;;;;;;;;;;61,8;
55;18,9;1824;;;;;;;;;;;;50,8;;;;;;;;;;;;;;;;;;;;;32,4;
55,1;18,5;1815;;;;;;;;;;;;50,7;;;;;;;;;;;;;;;;;;;;;35,4;
55,2;18,8;1813;;;;;;;;;;;;50,7;;;;;;;;;;;;;;;;;;;;;38,3;
55,3;18,4;1794;;;;;;;;;;;;50,8;;;;;;;;;;;;;;;;;;;;;35,3;
55,4;18,3;1776;;;;;;;;;;;;50,8;;;;;;;;;;;;;;;;;;;;;28;
55,5;18,2;1760;;;;;;;;;;;;50,8;;;;;;;;;;;;;;;;;;;;;38,3;
55,6;17,8;1741;;;;;;;;;;;;50,9;;;;;;;;;;;;;;;;;;;;;28,7;
55,7;17,2;1690;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;18,8;
55,8;16,3;1629;;;;;;;;;;;;51,2;;;;;;;;;;;;;;;;;;;;;10,7;
55,9;16,3;1551;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;-1;
56;13,8;1441;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;-0,2;
56,1;12,9;1335;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;-0,6;
56,2;10,1;1133;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;-0,7;
56,3;8,5;930;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;-0,2;
56,4;7,1;785;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;-0,1;
56,5;5,5;625;;;;;;;;;;;;51,5;;;;;;;;;;;;;;;;;;;;;-0,1;
56,6;4,9;508;;;;;;;;;;;;51,5;;;;;;;;;;;;;;;;;;;;;2,9;
56,7;4,3;437;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;12,9;
56,8;5;464;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;3,2;
56,9;5,9;505;;;;;;;;;;;;51,5;;;;;;;;;;;;;;;;;;;;;3,9;
57;5,4;526;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;7,7;
57,1;5,3;495;;;;;;;;;;;;51,5;;;;;;;;;;;;;;;;;;;;;-0,1;
57,2;4,4;464;;;;;;;;;;;;51,5;;;;;;;;;;;;;;;;;;;;;0,5;
57,3;1,8;314;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;-0,1;
57,4;0,3;152;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;-0,1;
57,5;0;30;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;-0,1;
57,6;0;6;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;-0,1;
57,7;0;1;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;-0,1;
57,8;0;0;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;-0,1;
57,9;0;0;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;-0,1;
58;0;0;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;-0,1;
58,1;0;0;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-0,1;
58,2;0,5;15;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;2,1;
58,3;-0,1;11;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;6,8;
58,4;-1,7;-84;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;17,8;
58,5;-1,7;-145;;;;;;;;;;;;51,5;;;;;;;;;;;;;;;;;;;;;11,6;
58,6;-1,6;-172;;;;;;;;;;;;51,5;;;;;;;;;;;;;;;;;;;;;14,6;
58,7;-1,6;-165;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;21,8;
58,8;-2,2;-195;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;19,8;
58,9;-2,7;-231;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;21,6;
59;-3,2;-291;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;23,4;
59,1;-3,7;-338;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;20,4;
59,2;-3,6;-355;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;19,2;
59,3;-2,6;-296;;;;;;;;;;;;51,3;;;;;;;;;;;;;;;;;;;;;32,8;
59,4;-2,9;-287;;;;;;;;;;;;51,3;;;;;;;;;;;;;;;;;;;;;32,2;
59,5;-3;-298;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;18,1;
59,6;-2,2;-235;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;0,2;
59,7;-0,4;-100;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-0,1;
59,8;0;-27;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-0,1;
59,9;0;-6;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-0,1;
60;0;-1;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-0,1;
60,1;0;0;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-0,1;
60,2;0;0;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-0,1;
60,3;-0,8;-61;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;0,5;
60,4;-1,3;-99;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;0,9;
60,5;-1,9;-155;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;0,3;
60,6;-2,7;-215;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;1,1;
60,7;-3,5;-287;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;1,4;
60,8;-4,1;-363;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;1,6;
60,9;-4,5;-421;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;1,5;
61;-5,2;-465;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;1,1;
61,1;-5,2;-494;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;3;
61,2;-5,2;-501;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;5,1;
61,3;-4,8;-487;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;1,5;
61,4;-4,4;-456;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;0,5;
61,5;-4,1;-421;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;3,3;
61,6;-3,7;-386;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;3,7;
61,7;-3,6;-363;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;1,2;
61,8;-3,4;-334;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;10,9;
61,9;-3,1;-298;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;3,1;
62;-2,7;-270;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-0,1;
62,1;-2,4;-253;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-0,1;
62,2;-2;-221;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;0,3;
62,3;-2;-203;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;0,3;
62,4;-2;-196;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;3,8;
62,5;-1,6;-193;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;6,2;
62,6;-1,2;-158;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;7;
62,7;-1,1;-129;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;0,2;
62,8;-0,9;-99;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;0,2;
62,9;-0,5;-72;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,1;
63;0;-17;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,1;
63,1;-0,8;-23;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;4,2;
63,2;1,6;31;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;18,2;
63,3;3;183;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;45,3;
63,4;5,4;398;;;;;;;;;;;;51,3;;;;;;;;;;;;;;;;;;;;;38,7;
63,5;7,9;633;;;;;;;;;;;;51,2;;;;;;;;;;;;;;;;;;;;;46,3;
63,6;9,4;808;;;;;;;;;;;;51,3;;;;;;;;;;;;;;;;;;;;;44,2;
63,7;10,5;942;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;29,2;
63,8;11,6;1057;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;29;
63,9;12,4;1159;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;29,3;
64;13,1;1217;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;33,7;
64,1;13,5;1288;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;30;
64,2;14,5;1358;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;27,2;
64,3;14,8;1405;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;24,9;
64,4;15,4;1463;;;;;;;;;;;;51,5;;;;;;;;;;;;;;;;;;;;;19,8;
64,5;15,5;1492;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;17,5;
64,6;15,7;1517;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;16,2;
64,7;15,8;1530;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;15,9;
64,8;16,1;1553;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;17,9;
64,9;15,9;1563;;;;;;;;;;;;51,6;;;;;;;;;;;;;;;;;;;;;16;
65;16;1569;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;5,5;
65,1;15,8;1552;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;5,1;
65,2;15,8;1554;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;6;
65,3;15,7;1524;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;12,9;
65,4;15,2;1501;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;10,7;
65,5;15;1466;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;13,3;
65,6;14,7;1446;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;13,6;
65,7;14,4;1409;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;12,9;
65,8;14,1;1368;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;13,4;
65,9;13,6;1339;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;13,1;
66;13,4;1311;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;10,9;
66,1;13,1;1266;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,8;
66,2;12,4;1228;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,7;
66,3;12,5;1221;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,7;
66,4;12,7;1230;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,5;
66,5;13,2;1264;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,7;
66,6;14;1316;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,3;
66,7;14,3;1365;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,9;
66,8;14,5;1400;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,9;
66,9;14,2;1393;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,9;
67;14;1349;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,7;
67,1;13,1;1319;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,5;
67,2;11,1;1187;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,6;
67,3;11,9;1134;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,5;
67,4;10,9;1119;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,6;
67,5;10,8;1061;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,5;
67,6;10,6;1018;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,4;
67,7;10,5;1020;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,3;
67,8;10,6;1017;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,7;
67,9;10,1;997;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,2;
68;10,2;1000;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,5;
68,1;10,5;1033;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,3;
68,2;10,8;1050;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,2;
68,3;11;1058;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,4;
68,4;11,4;1081;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,5;
68,5;11,2;1086;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,4;
68,6;11,2;1085;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,3;
68,7;11,5;1094;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,5;
68,8;11,2;1093;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,7;
68,9;11,9;1125;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,5;
69;10,8;1090;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,3;
69,1;11,3;1064;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,7;
69,2;11,2;1082;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
69,3;11,3;1097;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,6;
69,4;10,6;1069;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,7;
69,5;10,7;1020;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,5;
69,6;11,4;1042;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
69,7;10,9;1036;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,8;
69,8;10,1;1019;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,5;
69,9;11,6;1067;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,6;
70;11,3;1117;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,6;
70,1;12;1139;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,8;
70,2;12,1;1159;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,5;
70,3;11,8;1161;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,5;
70,4;11,6;1128;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,6;
70,5;11,2;1108;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,3;
70,6;11,9;1126;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,2;
70,7;10,9;1091;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,5;
70,8;11,3;1075;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,8;
70,9;11,6;1095;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,2;
71;11,5;1111;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,5;
71,1;11,2;1111;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,5;
71,2;10,9;1093;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,4;
71,3;11,7;1108;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,6;
71,4;12,7;1176;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,8;
71,5;13,2;1253;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,7;
71,6;14,6;1370;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-1,4;
71,7;15;1397;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,7;
71,8;13,3;1366;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-1;
71,9;12,9;1291;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
72;13,4;1246;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,4;
72,1;13,6;1296;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,8;
72,2;14,5;1365;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-0,7;
72,3;14,8;1413;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-1;
72,4;15,3;1453;;;;;;;;;;;;52,1;;;;;;;;;;;;;;;;;;;;;-1,3;
72,5;15,7;1496;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,2;
72,6;16,4;1537;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;7;
72,7;17,6;1609;;;;;;;;;;;;50,8;;;;;;;;;;;;;;;;;;;;;84,3;
72,8;20,2;1810;;;;;;;;;;;;50,5;;;;;;;;;;;;;;;;;;;;;106,6;
72,9;21,4;1970;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;49,2;
73;21,7;2057;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;36,9;
73,1;21,5;2095;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
73,2;21,5;2098;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-1,8;
73,3;21,6;2075;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,2;
73,4;21;2013;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-1,6;
73,5;19,1;1910;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-1,4;
73,6;17,7;1772;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,9;
73,7;17,2;1704;;;;;;;;;;;;51,3;;;;;;;;;;;;;;;;;;;;;50;
73,8;20,6;1867;;;;;;;;;;;;49,2;;;;;;;;;;;;;;;;;;;;;188,9;
73,9;20,6;1982;;;;;;;;;;;;49,8;;;;;;;;;;;;;;;;;;;;;138,5;
74;22;2099;;;;;;;;;;;;50,7;;;;;;;;;;;;;;;;;;;;;81,4;
74,1;22,4;2159;;;;;;;;;;;;50,6;;;;;;;;;;;;;;;;;;;;;78,5;
74,2;23,2;2213;;;;;;;;;;;;50,5;;;;;;;;;;;;;;;;;;;;;92,2;
74,3;23,4;2275;;;;;;;;;;;;50,6;;;;;;;;;;;;;;;;;;;;;83,7;
74,4;23,6;2304;;;;;;;;;;;;50,4;;;;;;;;;;;;;;;;;;;;;82,4;
74,5;23,8;2325;;;;;;;;;;;;49,8;;;;;;;;;;;;;;;;;;;;;128,9;
74,6;24,1;2339;;;;;;;;;;;;49,7;;;;;;;;;;;;;;;;;;;;;125;
74,7;24,6;2350;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;;;;;114,9;
74,8;25,1;2400;;;;;;;;;;;;49,1;;;;;;;;;;;;;;;;;;;;;174,8;
74,9;24;2372;;;;;;;;;;;;51,2;;;;;;;;;;;;;;;;;;;;;24,8;
75;22;2222;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-3,1;
75,1;19,1;1983;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-1,6;
75,2;16,5;1758;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-1,1;
75,3;14,1;1523;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-1,3;
75,4;11,8;1278;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-0,2;
75,5;8,7;1021;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,1;
75,6;5,6;705;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;0,3;
75,7;3,2;457;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;0,3;
75,8;1,3;248;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;2,3;
75,9;0,5;92;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;17;
76;1,5;101;;;;;;;;;;;;51,4;;;;;;;;;;;;;;;;;;;;;51,2;
76,1;3,2;215;;;;;;;;;;;;51;;;;;;;;;;;;;;;;;;;;;69,8;
76,2;5,6;415;;;;;;;;;;;;50,7;;;;;;;;;;;;;;;;;;;;;83,3;
76,3;7,5;608;;;;;;;;;;;;50,6;;;;;;;;;;;;;;;;;;;;;86,1;
76,4;7,9;721;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;55,5;
76,5;8,1;765;;;;;;;;;;;;50,8;;;;;;;;;;;;;;;;;;;;;78,8;
76,6;9,8;860;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;;;;;126,7;
76,7;11,5;1021;;;;;;;;;;;;50,7;;;;;;;;;;;;;;;;;;;;;74;
76,8;12,2;1110;;;;;;;;;;;;50,6;;;;;;;;;;;;;;;;;;;;;79,1;
76,9;12,2;1168;;;;;;;;;;;;50,6;;;;;;;;;;;;;;;;;;;;;83,8;
77;13,1;1232;;;;;;;;;;;;50,4;;;;;;;;;;;;;;;;;;;;;89,6;
77,1;13,6;1295;;;;;;;;;;;;50,7;;;;;;;;;;;;;;;;;;;;;68,8;
77,2;14,4;1349;;;;;;;;;;;;50,6;;;;;;;;;;;;;;;;;;;;;72;
77,3;14,9;1407;;;;;;;;;;;;50,8;;;;;;;;;;;;;;;;;;;;;57,2;
77,4;15,4;1449;;;;;;;;;;;;50,8;;;;;;;;;;;;;;;;;;;;;58,6;
77,5;15,9;1522;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;49,2;
77,6;17,2;1608;;;;;;;;;;;;50,7;;;;;;;;;;;;;;;;;;;;;76,7;
77,7;18,2;1700;;;;;;;;;;;;50,9;;;;;;;;;;;;;;;;;;;;;45,4;
77,8;17,7;1723;;;;;;;;;;;;51,7;;;;;;;;;;;;;;;;;;;;;-2;
77,9;16,1;1642;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-0,8;
78;14,9;1492;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-0,9;
78,1;13,5;1376;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-0,1;
78,2;13;1307;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-0,5;
78,3;12,7;1272;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-0,1;
78,4;12,7;1242;;;;;;;;;;;;51,8;;;;;;;;;;;;;;;;;;;;;-0,1;
78,5;12,7;1238;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;0,2;
78,6;13;1234;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,4;
78,7;12;1211;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,7;
78,8;9,1;1055;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,2;
78,9;8,3;886;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,1;
79;6,7;735;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;0,2;
79,1;7,4;712;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,1;
79,2;7,3;710;;;;;;;;;;;;51,9;;;;;;;;;;;;;;;;;;;;;-0,1;
79,3;7,2;717;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,2;
79,4;6,8;691;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
79,5;6,4;640;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,1;
79,6;5,6;570;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,2;
79,7;5,5;549;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,3;
79,8;5,8;543;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,2;
79,9;7;618;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;0,2;
80;8,7;740;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,5;
80,1;10;875;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,4;
80,2;11;991;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,7;
80,3;11,3;1073;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,4;
80,4;11,8;1121;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,6;
80,5;11,9;1126;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,6;
80,6;11,6;1124;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;-0,5;
